	pred_ind	arg_ind	tokenized	label
188	34	28	Petersen held discussions with both Kumaratunga and the reclusive LTTE leader Velupillai Prabhakaran in the rebel stronghold of Kilinochchi without success , and chief Tamil rebel negotiator Anton Balasingham and Norwegian envoy Erik Solheim held closed - door talks at the international airport late Saturday in an effort to keep the salvage effort on track , diplomatic sources said .	AGENT
189	34	38	Petersen held discussions with both Kumaratunga and the reclusive LTTE leader Velupillai Prabhakaran in the rebel stronghold of Kilinochchi without success , and chief Tamil rebel negotiator Anton Balasingham and Norwegian envoy Erik Solheim held closed - door talks at the international airport late Saturday in an effort to keep the salvage effort on track , diplomatic sources said .	INSTRUMENT
190	58	57	Petersen held discussions with both Kumaratunga and the reclusive LTTE leader Velupillai Prabhakaran in the rebel stronghold of Kilinochchi without success , and chief Tamil rebel negotiator Anton Balasingham and Norwegian envoy Erik Solheim held closed - door talks at the international airport late Saturday in an effort to keep the salvage effort on track , diplomatic sources said .	AGENT
191	16	8	According to former Indian army general A S Kalkat , the difficulty for Kumaratunga 's government lay in the fact that the LTTE had become a de jure power in the north and east of the island and was running every aspect of civil administration in the areas within its control .	MANNER
192	16	11	According to former Indian army general A S Kalkat , the difficulty for Kumaratunga 's government lay in the fact that the LTTE had become a de jure power in the north and east of the island and was running every aspect of civil administration in the areas within its control .	FORCES
193	16	19	According to former Indian army general A S Kalkat , the difficulty for Kumaratunga 's government lay in the fact that the LTTE had become a de jure power in the north and east of the island and was running every aspect of civil administration in the areas within its control .	NONE
194	24	22	According to former Indian army general A S Kalkat , the difficulty for Kumaratunga 's government lay in the fact that the LTTE had become a de jure power in the north and east of the island and was running every aspect of civil administration in the areas within its control .	AGENT
195	39	41	According to former Indian army general A S Kalkat , the difficulty for Kumaratunga 's government lay in the fact that the LTTE had become a de jure power in the north and east of the island and was running every aspect of civil administration in the areas within its control .	PATIENT
196	13	21	A veteran of India 's military intervention in the Jaffna peninsula to help implement the 1987 Indo - Sri Lanka Peace Accord - which ambitiously provided for the disarming of the formidable LTTE - Kalkat said the new defense deal would essentially be a reiteration of the older one minus its military commitment .	PATIENT
197	25	21	A veteran of India 's military intervention in the Jaffna peninsula to help implement the 1987 Indo - Sri Lanka Peace Accord - which ambitiously provided for the disarming of the formidable LTTE - Kalkat said the new defense deal would essentially be a reiteration of the older one minus its military commitment .	NONE
198	35	34	A veteran of India 's military intervention in the Jaffna peninsula to help implement the 1987 Indo - Sri Lanka Peace Accord - which ambitiously provided for the disarming of the formidable LTTE - Kalkat said the new defense deal would essentially be a reiteration of the older one minus its military commitment .	AGENT
199	4	0	Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks .	AGENT
200	4	11	Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks .	NONE
201	16	0	Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks .	AGENT
202	25	30	Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks .	PATIENT
203	33	32	Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks .	NONE
204	39	41	Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks .	PATIENT
205	3	2	""" The Norwegians mean well but their role is limited to that of honest broker and the LTTE is keenly aware that they do not have the power [ unlike India ] to underwrite any arrangement , "" Kalkat told IPS in an interview ."	AGENT
206	33	35	""" The Norwegians mean well but their role is limited to that of honest broker and the LTTE is keenly aware that they do not have the power [ unlike India ] to underwrite any arrangement , "" Kalkat told IPS in an interview ."	PATIENT
207	39	38	""" The Norwegians mean well but their role is limited to that of honest broker and the LTTE is keenly aware that they do not have the power [ unlike India ] to underwrite any arrangement , "" Kalkat told IPS in an interview ."	AGENT
208	39	40	""" The Norwegians mean well but their role is limited to that of honest broker and the LTTE is keenly aware that they do not have the power [ unlike India ] to underwrite any arrangement , "" Kalkat told IPS in an interview ."	AGENT
209	39	43	""" The Norwegians mean well but their role is limited to that of honest broker and the LTTE is keenly aware that they do not have the power [ unlike India ] to underwrite any arrangement , "" Kalkat told IPS in an interview ."	NONE
210	10	2	Under the accord , a new northeastern provincial council was formed and the Indian army was deployed as peacekeepers in the north and east .	NONE
211	10	8	Under the accord , a new northeastern provincial council was formed and the Indian army was deployed as peacekeepers in the north and east .	NONE
212	16	14	Under the accord , a new northeastern provincial council was formed and the Indian army was deployed as peacekeepers in the north and east .	AGENT
213	5	3	About 1,200 Indian soldiers were killed during this phase of the conflict .	PATIENT
214	5	8	About 1,200 Indian soldiers were killed during this phase of the conflict .	NONE
215	1	0	India had to pull back its forces from Sri Lanka in 1989 following the election of Ranasinghe Premadasa , a strong critic of Indian mediation .	AGENT
